Epoch 	 Time(sec) 	 Loss_train 	 Accuracy 	 Precision 	 Recall 	 Sensitivity 	 Specificity 	 MCC 	 F1-score 	 ROC_AUC 	 AUC 	 Q9 	 PPV 	 NPV 	 TP 	 FP 	 TN 	 FN
0	257.23181851394475	545.7761560380459	0.8030403172504957	0.7468879660301992	0.930232556937684	0.930232556937684	0.6698240856971257	0.6238213865388578	0.8285385495808179	0.9015867521233037	1.0	0.7613751587418502	0.7468879660301992	0.9016393426199648	720	244	495	54
1	534.2660355698317	292.52202191457854	0.9246530072703238	0.9014598529179321	0.9573643398483664	0.9573643398483664	0.8903924209872903	0.8507246764121129	0.9285714279896168	0.9647334025657971	1.0	0.9168386492293547	0.9014598529179321	0.9522431245264209	741	81	658	33
2	786.2365307551809	117.84585207475843	0.9649702577660277	0.9700130365449634	0.9612403088356068	0.9612403088356068	0.968876859311398	0.9299578520041593	0.9656067482377633	0.9862723912823042	1.0	0.9648505806050764	0.9700130365449634	0.959785521501628	744	23	716	30
3	1046.8344478998333	63.16920238194041	0.9755452742894911	0.995962313598974	0.956072350185953	0.956072350185953	0.9959404587335041	0.9519096355520535	0.9756097554544431	0.9920522530271719	1.0	0.9688061049721588	0.995962313598974	0.9558441546027998	740	3	736	34
4	1343.847023375798	44.91454640988069	0.9801718440185063	0.9973262018752324	0.9638242881604338	0.9638242881604338	0.9972936387046094	0.9609213926447301	0.980289092654212	0.9935645278031281	1.0	0.9743484267425926	0.9973262018752324	0.9633986915511128	746	2	737	28
5	1592.0343814850785	36.495553447667014	0.9821546596166556	0.997336882826449	0.967700257147674	0.967700257147674	0.9972936387046094	0.9647611637630247	0.9822950813230851	0.9947656061511996	1.0	0.9770806011017202	0.997336882826449	0.9671915997805884	749	2	737	25
6	1839.921202480793	70.73674475727384	0.984137475214805	0.9973474787833588	0.9715762261349145	0.9715762261349145	0.9972936387046094	0.9686158868626457	0.9842931930731065	0.9939753770197172	1.0	0.9798104577375895	0.9973474787833588	0.9710144914742892	752	2	737	22
7	2082.734860632103	32.21788238303145	0.9874421678783873	0.9934640509889359	0.9819121434342221	0.9819121434342221	0.9932340987912935	0.9749468394048362	0.9876543203459035	0.9954998898574441	1.0	0.9863444533205401	0.9934640509889359	0.9812834211480168	760	5	734	14
8	2374.9379936708137	18.438975778822808	0.9861202908129544	0.9934469187503973	0.9793281641093952	0.9793281641093952	0.9932340987912935	0.9723379002345668	0.9863370195274319	0.9955208693919082	1.0	0.984619783035412	0.9934469187503973	0.9786666653617778	758	5	734	16
9	2618.9461684632115	30.267200760603757	0.9867812293456708	0.9973614762567791	0.9767441847845683	0.9767441847845683	0.9972936387046094	0.9737790876702975	0.9869451690685735	0.9955453455154497	1.0	0.9834446796044913	0.9973614762567791	0.9761589391044252	756	2	737	18
10	2872.921636070125	26.86643490112595	0.9834765366820886	0.9973439561788261	0.970284236472501	0.970284236472501	0.9972936387046094	0.9673293067654244	0.983628028170512	0.9958215760525606	1.0	0.978900818597921	0.9973439561788261	0.9697368408292937	751	2	737	23
11	3136.9416090920568	26.90957113831206	0.984137475214805	0.9921259829499659	0.9767441847845683	0.9767441847845683	0.9918809188201883	0.9683914957547267	0.9843749993591308	0.9959465791120762	1.0	0.9825823029643859	0.9921259829499659	0.9760319560905034	756	6	733	18
12	3424.6222907481715	23.54172736624389	0.9881031064111038	0.9973684197403048	0.9793281641093952	0.9793281641093952	0.9972936387046094	0.9763709110265788	0.9882659706725775	0.9959561947320389	1.0	0.9852580677838125	0.9973684197403048	0.9787516587267574	758	2	737	16
