1489	1870	1
2759	3433	0
831	1049	0
2267	1657	1
2178	1489	1
2381	2078	0
63	618	0
1041	1459	1
1635	170	1
1376	1376	1
990	232	0
2303	370	0
3078	3078	1
2654	2413	0
2551	1872	1
102	550	0
1554	550	0
1763	2048	1
3030	2377	1
2782	370	0
654	3090	0
2291	3324	1
1098	223	1
2219	2770	1
511	654	0
1767	464	0
511	819	0
1737	636	1
464	1541	0
3483	3483	1
3216	350	1
2547	3075	0
131	2506	1
1275	1275	1
1011	2210	0
3234	2513	0
3000	1912	1
2909	3437	0
1306	1306	1
1572	1549	1
1755	1042	0
465	1392	1
3090	177	0
2598	1652	0
2654	2718	0
658	3185	1
421	3591	1
3606	466	1
906	3129	0
1502	2275	1
2654	1883	0
288	2701	1
2913	1661	1
780	1327	1
2613	1667	0
562	105	0
2168	819	0
1782	1782	1
1772	1772	1
413	3315	1
1939	1437	0
2644	2390	1
453	586	0
1158	3619	0
684	2590	1
3624	1454	1
704	296	0
2237	380	1
1037	2227	1
2040	2623	1
1234	3499	1
1085	3384	1
484	1123	0
1928	2698	0
607	2251	1
3364	3190	0
658	2708	1
1336	1336	1
704	1652	0
1722	565	1
15	2759	0
1077	1201	0
2168	1433	0
918	1373	0
3144	618	0
1636	2892	0
15	2513	0
296	1186	0
1542	534	0
2744	2389	0
1941	3410	0
2998	3164	1
2987	12	1
1802	1437	0
3456	425	1
3522	1200	1
3410	2310	0
1928	2969	0
1062	2540	1
1160	2756	0
1983	1745	1
654	2979	0
1011	2389	0
831	3190	0
2584	2389	0
654	1634	0
1158	457	0
2503	658	1
1572	106	1
2986	1641	1
1554	177	0
3521	810	0
550	2413	0
824	920	1
3410	370	0
1755	2678	0
2909	586	0
550	989	0
981	134	1
912	3064	0
912	2457	0
1557	124	1
2584	3202	0
3364	1614	0
2411	1229	1
1895	508	1
1541	2399	0
3077	763	1
994	658	1
3633	3613	1
2854	3565	1
3364	1807	0
511	1657	0
1072	2455	1
422	0	1
381	3418	1
171	171	1
2358	3582	0
1099	1099	1
1685	1311	0
2613	1186	0
1928	2718	0
3437	2166	1
296	538	0
2153	752	1
2249	2993	0
713	713	1
1158	2063	0
484	2303	0
1985	1459	1
1928	912	0
1542	2399	0
1928	989	0
2771	2389	0
3579	3323	1
1460	1460	1
1755	2979	0
3190	1883	0
1736	2251	1
658	3636	1
1011	618	0
446	3190	0
1524	2065	1
326	1122	1
2181	1667	0
511	1652	0
3196	267	1
2584	2523	0
2540	634	1
1221	232	0
1141	1554	0
654	3190	0
1928	2513	0
619	55	1
2018	2018	1
2058	460	1
681	618	0
1657	2399	0
1548	1548	1
2113	2113	1
3100	3100	1
3090	1614	0
1816	63	1
2682	636	1
2063	2295	0
2756	3075	0
1136	1481	1
2407	534	1
2744	2038	0
1311	1755	0
1147	1147	1
1558	387	1
12	656	1
538	2595	0
285	2048	0
2399	1459	0
12	1024	1
63	2378	0
1288	347	1
1928	3129	0
3591	2103	1
1910	401	1
1322	3175	1
1428	642	1
2678	3512	0
65	65	1
2260	2895	1
1941	2979	0
3520	2759	0
3002	1675	1
1501	2595	0
2309	31	1
553	2928	0
45	397	1
831	2513	0
1042	2166	0
1614	3064	0
2007	423	1
1036	1036	1
1802	3081	0
3472	3638	1
457	457	1
1459	1464	0
2363	180	1
1412	1870	1
1223	960	1
2567	3364	1
506	2871	1
446	1957	0
3456	2678	0
1077	1049	0
1982	1982	1
460	36	1
2476	2281	1
593	3113	1
2268	2268	1
1362	644	1
2615	606	1
1685	2181	0
3361	401	1
1158	15	0
1795	2540	1
1767	2310	0
3144	3202	0
2855	1201	0
882	2993	0
877	2494	1
475	1828	0
69	69	1
457	1652	0
831	2979	0
805	3472	0
3202	2595	0
1641	1436	1
906	3190	0
1870	932	1
1179	981	1
1501	2759	0
718	1291	1
2868	2868	1
101	2153	1
295	2971	1
380	1814	1
831	1554	0
145	1459	1
897	897	1
912	3582	0
56	3104	1
912	2310	0
1997	380	1
1141	1614	0
2759	3392	0
464	1667	0
1471	45	1
2252	401	1
534	53	0
2523	370	0
2909	3521	0
2299	3156	1
734	1773	1
1965	810	0
2801	2801	1
824	1504	1
654	921	0
1928	1049	0
1578	1939	0
2744	2698	1
2672	660	1
63	1977	0
2048	3638	1
1187	1406	1
1928	2523	0
3521	1634	0
2047	3549	1
2229	2229	1
2014	2014	1
1011	1464	0
2651	618	0
3521	3081	0
484	921	0
2654	2038	0
2685	3067	1
3579	658	1
688	1472	1
2513	654	0
839	2682	1
1049	906	0
1636	1042	0
180	13	1
495	1543	1
2063	1614	0
538	2718	0
1939	3433	0
278	1785	1
1067	3016	1
681	906	0
3580	466	1
1255	484	1
1767	2048	0
2399	538	0
1399	3579	1
457	2718	0
3233	437	1
2737	995	1
1055	11	1
1767	2678	0
329	1667	0
2523	105	0
2651	1767	0
2503	2764	1
2889	1736	1
3537	737	1
1043	460	1
2983	2983	1
1908	1936	1
3604	380	1
620	380	1
918	2378	0
3234	2584	0
507	3516	1
1804	2534	1
2756	1634	0
2842	3437	0
1650	1133	1
3425	460	1
318	3254	1
380	2847	1
831	2892	0
2381	1464	0
1077	921	0
1709	3194	1
2399	2063	0
134	3346	1
1103	3475	1
221	1914	1
2303	475	0
2026	3072	1
2718	1294	0
2513	2358	0
399	358	1
2196	55	1
447	2682	1
1459	370	0
2900	1459	1
33	460	1
286	3145	1
1092	754	1
2373	719	1
1883	370	0
2301	1096	1
1787	2534	1
2381	1433	0
2078	2134	1
279	2073	1
1641	1026	1
3447	83	1
834	177	0
1437	2457	0
2178	1740	1
2097	2153	1
1157	3437	0
3567	2166	0
1395	2526	1
805	805	0
538	453	0
2695	802	1
43	3366	1
3361	1400	1
579	579	1
1614	370	0
12	2583	1
2249	810	0
2927	853	1
1058	1187	1
778	3075	0
63	3202	0
3190	1186	0
1657	2598	0
534	2993	0
1695	2599	1
2842	2718	0
2043	231	1
486	486	1
2533	41	1
1928	654	0
296	1437	0
490	3324	1
219	219	1
2771	918	0
1141	3090	0
364	0	1
3512	1807	0
1755	947	0
2654	3234	0
1450	2962	1
2613	1042	0
1554	1554	1
186	2782	0
3647	2553	1
457	1634	0
2584	1657	0
1870	244	1
2050	3481	1
2678	1883	0
2189	2682	1
3437	3410	1
2855	2928	0
2962	2962	1
1037	1641	1
2203	1629	1
912	68	0
855	17	0
1928	1667	0
3074	2970	1
1883	1541	0
606	2984	1
943	2682	1
2399	3567	0
1123	538	0
2864	3624	1
2178	3173	1
432	1710	1
3398	2378	0
3090	2979	0
1053	1948	1
2523	2249	0
3470	2503	1
397	2623	1
1331	3066	1
2755	887	1
557	3644	1
2249	2389	0
19	11	1
1837	2108	1
2598	2166	0
28	2718	0
534	2181	0
2731	2731	1
2178	302	1
3190	1667	0
2552	2552	1
2771	1554	0
3190	1807	1
367	367	1
3512	177	0
2166	2166	1
1011	2956	0
105	2358	0
1767	296	0
1294	3316	1
1141	2759	0
28	2295	0
3521	3619	0
2230	2571	1
173	1884	1
2666	3619	0
1856	1464	0
3001	1807	0
2654	2969	0
600	663	1
3414	153	1
2545	2595	0
2718	3567	0
708	1415	1
2584	1042	0
2399	1957	0
1037	1344	1
1874	1874	1
596	659	1
759	2809	1
1685	2310	0
1578	370	0
2186	2357	1
1541	2038	0
2842	778	0
3361	134	1
993	1914	1
1115	2866	1
2654	2310	0
912	3294	0
2321	2321	1
931	2183	1
2842	810	0
2658	2658	1
681	296	0
180	2870	1
2059	2093	1
3090	2513	0
1919	162	1
275	2063	1
557	3225	1
2342	3538	1
421	944	1
3293	2682	1
1956	1476	1
855	2993	0
1755	3090	0
3202	2718	0
3190	2993	0
2711	290	1
762	3651	1
15	1373	0
2771	2295	0
202	636	1
621	621	1
475	1652	0
2666	3567	0
3346	1704	1
445	3321	1
3090	2078	0
508	2485	1
2731	90	1
2918	534	1
1855	1855	1
2855	93	0
1856	232	0
511	3410	0
1657	446	0
824	1126	1
430	2040	1
3221	3226	1
990	1433	0
2771	2595	0
2745	134	1
1555	1555	1
840	3461	1
1685	654	0
3465	1547	1
1802	3129	0
1157	3090	0
2547	232	0
2016	2042	1
3579	3536	1
2204	611	1
2799	920	1
196	1432	1
2727	2178	1
63	93	0
3370	1807	1
2730	2503	1
2756	1856	0
2836	1567	1
2584	3433	0
553	553	1
2399	105	0
3170	3362	1
394	906	0
550	1614	0
1507	3311	1
3512	2413	0
876	1476	1
767	3325	1
1440	2661	1
2358	2078	0
1439	2916	1
1541	3472	0
1657	105	0
3369	399	1
1614	2967	0
562	1755	0
1337	134	1
452	2927	1
490	2540	1
1278	2483	1
2067	1069	1
1755	1459	0
1489	1400	1
2467	148	1
2399	1652	0
452	1870	1
651	3145	1
1858	686	1
3011	3011	1
2584	538	0
1870	1740	1
1077	1433	0
1011	2310	0
1122	1743	1
1362	1476	1
1883	2771	0
2654	2250	0
3520	3433	0
2181	1141	0
1311	1856	0
2771	296	0
174	871	1
2782	2513	0
2503	1497	1
3521	1049	0
1160	2210	0
1657	1896	0
620	2310	1
2181	810	0
662	662	1
63	2310	0
1614	329	0
1032	1032	1
2784	3298	1
2363	2224	1
2842	3364	0
534	1667	0
871	603	1
1779	2051	1
2838	632	1
2718	3437	0
2303	105	0
3452	3579	1
3025	3025	1
1042	2928	0
1141	654	0
2266	2032	1
2619	2992	1
2038	1816	0
3619	495	1
785	2505	1
2926	971	1
2584	921	0
2892	2048	0
1802	1957	0
2909	2892	0
2504	1160	0
103	2092	1
2169	2124	1
2585	460	1
1291	1987	1
463	463	1
225	2534	1
1578	2892	0
1914	2755	1
3090	3582	0
1051	3061	1
654	2892	0
3520	1294	0
2584	1828	0
944	1264	1
3520	2892	0
562	1957	0
2063	1042	0
538	3512	0
1200	224	1
52	52	1
1148	1472	1
761	2843	1
1885	2836	1
1011	534	1
1458	1669	1
2496	622	1
3090	2249	0
2598	1042	0
1582	3429	1
3224	3602	1
401	3306	1
1042	819	0
658	3197	1
453	2295	0
3322	3145	1
3144	921	0
2303	654	0
2883	3579	1
1200	3426	1
1755	17	0
1856	1294	0
484	654	0
884	1069	1
1685	2756	0
2504	15	0
1856	3437	0
1685	778	0
3294	1186	0
936	2413	0
1578	2038	0
1445	743	1
1743	12	1
1919	2149	1
2892	2612	0
296	550	0
538	232	0
521	2149	1
2816	2297	1
464	586	0
658	2114	1
329	296	0
160	1459	1
1542	2513	0
838	2470	1
1997	1472	1
1200	3588	1
2666	17	0
2721	2045	1
3410	586	0
421	83	1
1221	2956	0
1164	2733	1
3459	3525	1
2423	2423	1
3504	3151	1
906	2718	0
2303	2523	0
394	2457	0
1857	1454	1
1165	746	1
1941	1201	0
1984	1219	1
3294	819	0
2093	3355	1
350	3079	1
2504	1802	0
1636	1634	0
562	654	0
453	63	0
401	3295	1
2399	2310	0
1514	2613	1
186	3604	0
1524	871	1
1892	1459	1
3341	3341	1
1685	3190	0
550	3075	0
12	699	1
2554	2554	1
657	1830	1
3144	2523	0
1787	225	1
3213	1966	1
3090	3190	0
2545	2678	0
3512	68	0
186	3392	0
3043	2970	1
2181	105	0
538	1807	0
2504	2666	0
186	2612	0
2504	1957	0
3218	334	1
3626	1527	1
2927	1736	1
1316	763	1
3217	752	1
3456	550	0
1011	1373	0
1883	1667	0
2960	3579	1
399	1922	1
344	3176	1
3234	68	0
3576	2280	1
1141	2513	0
739	1750	1
12	2367	1
2771	3008	0
3214	887	1
2523	232	0
1730	1730	1
3029	3029	1
1941	1042	0
3202	370	0
3614	810	0
3144	3064	0
2181	2967	0
2053	2788	1
3630	3630	1
3456	453	0
1187	3402	1
296	3604	0
664	380	1
63	2364	0
2969	805	0
936	2718	0
511	2612	0
3410	1433	0
2178	1135	1
3640	2682	1
834	805	0
186	906	0
1721	1291	1
2299	2401	1
1670	1351	1
295	1136	1
906	2595	0
2079	3404	1
2249	2413	0
1870	97	1
452	103	1
3370	1614	0
1875	1459	1
63	654	0
665	1507	1
2678	3090	0
3552	2241	1
953	3604	1
385	2927	1
2255	2019	1
538	105	0
2654	15	0
2771	2979	0
3125	3125	1
2793	1795	1
2654	1856	0
455	455	1
2504	3512	0
3258	1415	1
56	2619	1
1416	10	1
2959	215	1
2051	3169	1
238	3145	1
2504	1542	0
591	606	1
430	3284	1
457	2181	0
1360	1360	1
2063	3081	0
2292	944	1
2651	1994	0
435	435	1
3353	653	1
2168	810	0
399	1684	1
379	379	1
654	1939	0
63	329	0
3509	3064	0
2541	2357	1
3116	2596	1
1554	805	0
1993	1481	1
3370	2523	0
658	1707	1
2547	2310	0
3491	12	1
2994	877	1
1501	1578	0
2637	2770	1
1271	409	1
1069	570	1
145	660	1
446	947	0
2651	177	0
1139	2078	1
12	2772	1
63	990	0
1808	776	1
2665	2010	1
529	606	1
1496	1073	1
3510	1863	1
681	1157	0
3512	550	0
2399	453	0
681	3472	0
834	947	0
2866	3111	1
2504	2744	0
1657	1433	0
2782	2048	0
3519	1646	1
2523	453	0
2892	17	0
1952	171	1
1983	241	1
2744	810	0
1554	921	0
3315	3086	1
3294	586	0
2909	1042	0
629	629	1
1221	2678	0
906	1578	0
809	809	1
2598	3433	0
3521	3202	0
3449	3449	1
1407	1407	1
859	1291	1
2862	2862	1
2067	1986	1
906	2892	0
833	833	1
2523	1464	0
918	1828	0
3032	2835	1
824	2794	1
1260	1260	1
1767	1459	0
576	576	1
2513	997	0
2410	2052	1
3294	2303	0
2644	2445	1
3381	381	1
912	810	0
3456	654	0
944	1034	1
1247	3202	1
3144	550	0
436	2339	1
1706	2682	1
3437	2306	1
2003	2174	1
654	296	0
2545	1186	0
2666	1634	0
2669	752	1
3321	3574	1
1077	1542	0
335	556	1
2168	1501	0
2654	2358	0
1614	2928	0
2640	2640	1
2074	2178	1
2109	2109	1
2666	2967	0
2054	2902	1
484	2892	0
3139	3142	1
3057	3057	1
538	1554	0
1311	2303	0
1141	3294	0
3521	805	0
877	588	1
3520	3456	0
2523	2612	0
3509	810	0
3614	2756	0
2569	2569	1
321	542	1
3005	3005	1
754	2131	1
912	1994	0
1381	1517	1
2695	1444	1
3113	2839	1
1860	83	1
3520	1578	0
1865	1218	1
2358	2457	0
562	1828	0
160	534	1
3466	2733	1
929	233	1
2855	1652	0
453	2249	0
1546	2992	1
1636	1141	0
3113	243	1
2901	299	1
2780	1447	1
3190	3081	0
2533	1579	1
3521	105	0
2617	2617	1
2067	2067	1
186	587	0
3579	967	1
1856	3567	0
3446	3446	1
3234	2166	0
2671	2671	1
464	2612	0
831	2249	0
1100	2363	1
1984	3621	1
2759	3090	0
2682	2881	1
3604	1914	1
2892	921	0
2168	1896	0
562	1977	0
2067	3469	1
3313	1686	1
994	2208	1
2785	1255	1
3378	3397	1
1685	2979	0
1420	12	1
1816	2254	1
1939	3090	0
3281	3625	1
1759	2682	1
2324	2324	1
2623	1504	1
2896	2896	1
936	2250	0
495	2048	1
2333	341	1
457	810	0
1578	936	0
2032	2032	1
296	105	0
441	2116	1
1164	381	1
2782	586	0
141	2663	1
3295	3053	1
3457	460	1
3410	2892	0
919	919	1
750	1139	1
1084	1084	1
1636	2181	0
2925	1389	1
2654	28	0
2584	2249	0
1221	1542	0
587	2892	0
2756	990	0
1608	1608	1
538	1541	0
3456	3081	0
105	1554	0
2651	3437	0
285	3392	0
3512	1042	0
2545	1957	0
3567	3090	0
2799	2623	1
3456	3619	0
1281	3536	1
1480	1480	1
1077	1755	0
2963	3592	1
2969	2993	0
285	1977	0
891	3276	1
1178	1922	1
1497	2149	1
1637	3113	1
1767	329	0
1640	2421	1
1042	730	0
3521	28	0
1263	1263	1
1767	1957	0
805	3190	0
2598	2249	0
1221	2249	0
2513	1652	0
1100	491	1
3303	246	1
2727	1870	1
1077	3064	0
534	2303	0
1018	638	1
2944	818	1
1256	1256	1
284	3047	1
296	2181	0
484	1614	0
429	380	1
2735	2735	1
1404	1404	1
2980	498	1
1939	2295	0
2842	2598	0
453	1157	0
2759	1614	0
511	2413	0
3398	2718	0
320	320	1
1158	1141	0
855	1464	0
853	1489	1
446	997	0
1851	1851	1
3234	3410	0
3364	2993	0
2681	48	1
3008	2678	0
3521	1652	0
817	2895	1
380	776	1
658	176	1
2102	824	1
681	2378	0
3551	3062	1
2168	453	0
3277	877	1
1580	1580	1
2063	3582	0
2523	1157	0
1042	2048	0
2559	3404	1
3638	750	1
1856	3392	0
693	693	1
2049	2992	1
1160	819	0
2892	453	0
1614	2595	0
1614	177	0
483	483	1
854	1699	1
2194	440	1
2759	93	0
1160	2967	0
105	102	0
134	2141	1
1158	3364	0
1657	728	1
131	3039	1
2861	2682	1
3587	1894	1
457	3190	0
3517	1641	1
3361	658	1
1173	1173	1
1011	810	0
1650	2485	1
411	411	1
3214	381	1
388	2208	1
2662	872	1
3201	3201	1
2523	3392	0
1160	2969	0
2123	3535	1
